intervention,phase,sum,median,std,count,mean,iqr
False,1,396,5.0,1.4419403313563013,100,3.96,1.0
False,2,191,5.0,1.508692308679773,48,3.9791666666666665,1.0
False,3,395,5.0,1.3326619873428485,97,4.072164948453608,1.0
True,2,220,5.0,0.8081220356417685,50,4.4,1.0
