intervention,phase,sum,median,std,count,mean,iqr
False,1,2669,30.0,8.314153686043548,100,26.69,7.0
False,2,1215,29.0,9.186382729865683,48,25.3125,9.5
False,3,2556,28.0,7.651308762113569,97,26.350515463917525,9.0
True,2,1489,31.0,5.051934363818132,50,29.78,8.0
