intervention,phase,sum,median,std,count,mean,iqr
False,1,391,4.0,1.3565776904781501,100,3.91,1.25
False,2,184,4.0,1.43413304426489,48,3.8333333333333335,1.0
False,3,387,4.0,1.220440881410149,97,3.9896907216494846,1.0
True,2,220,5.0,0.880630571852711,50,4.4,1.0
