criteria,W,p_value
score_criteria1,0.8014933458622189,3.6421032261115365e-10
score_criteria2,0.7434000291650272,8.564867559990323e-12
score_criteria3,0.6838238874386262,3.2101252878290566e-13
score_criteria4,0.8245418040009838,1.9747301422308454e-09
score_criteria5,0.7574094194169626,1.9983964585109243e-11
score_criteria6,0.7104569532800123,1.3144657290400627e-12
score_criteria7,0.7379425469868292,6.209998746788422e-12
compound_score,0.8034347139488989,4.178062197902237e-10
