criteria,rank_biserial_correlation
score_criteria1,0.01200000000000001
score_criteria2,-0.0636000000000001
score_criteria3,0.022800000000000042
score_criteria4,0.01759999999999995
score_criteria5,0.010000000000000009
score_criteria6,0.03280000000000005
score_criteria7,-0.11319999999999997
compound_score,0.0676
