intervention,phase,sum,median,std,count,mean,iqr
False,1,304,3.0,1.8086213288334048,100,3.04,4.0
False,2,160,4.0,1.8294640678379563,50,3.2,4.0
False,3,290,3.0,1.7320508075688779,100,2.9,4.0
True,2,163,3.0,1.5092909539493933,50,3.26,3.0
