intervention,phase,sum,median,std,count,mean,iqr
False,1,1943,16.5,10.923290842428525,100,19.43,23.0
False,2,1093,30.0,12.338772472270044,50,21.86,25.0
False,3,1926,16.0,10.670094146300164,100,19.26,23.0
True,2,1059,17.5,10.655438392996261,50,21.18,22.0
