intervention,phase,sum,median,std,count,mean,iqr
False,1,265,2.0,1.7773831632742867,100,2.65,4.0
False,2,154,4.0,1.8608753700495748,50,3.08,4.0
False,3,273,2.0,1.7630036353285883,100,2.73,4.0
True,2,154,3.0,1.7123798930024798,50,3.08,4.0
