criteria,agreement_percentage,cohens_kappa
score_criteria1,46.0,0.38383518225039626
score_criteria2,38.666666666666664,0.3226245843099238
score_criteria3,31.0,0.2388866419090342
score_criteria4,37.666666666666664,0.28188323242149993
score_criteria5,38.0,0.27539995844587595
score_criteria6,37.333333333333336,0.28043786121636616
score_criteria7,40.33333333333333,0.2767384540789527
compound_score,46.666666666666664,0.4377942795567944
