intervention,phase,sum,median,std,count,mean,iqr
False,1,251,1.0,1.7837368560741163,100,2.51,4.0
False,2,160,4.0,1.9272482233188628,50,3.2,4.0
False,3,258,1.0,1.7648647185400568,100,2.58,4.0
True,2,148,3.0,1.6654961876331054,50,2.96,4.0
