intervention,phase,sum,median,std,count,mean,iqr
False,1,268,2.0,1.8470834230529962,100,2.68,4.0
False,2,155,4.0,1.9404396724580177,50,3.1,4.0
False,3,269,2.0,1.7848690640373528,100,2.69,4.0
True,2,151,3.0,1.7201091564793445,50,3.02,4.0
