intervention,phase,sum,median,std,count,mean,iqr
False,1,279,2.0,1.7308548714027372,100,2.79,4.0
False,2,153,4.0,1.6463937089584495,50,3.06,3.0
False,3,260,2.0,1.5954480704349308,100,2.6,3.0
True,2,151,3.0,1.6719779316969565,50,3.02,4.0
