intervention,phase,sum,median,std,count,mean,iqr
False,1,278,2.0,1.8344624622086236,100,2.78,4.0
False,2,160,4.0,1.8844151368961322,50,3.2,4.0
False,3,300,3.0,1.7978662999019783,100,3.0,4.0
True,2,139,2.0,1.7413342292504281,50,2.78,4.0
