intervention,phase,sum,median,std,count,mean,iqr
False,1,2101,21.0,7.694278341203885,100,21.01,10.0
False,2,959,21.5,7.144376104956822,48,19.979166666666668,9.25
False,3,2106,21.0,7.0088615975399895,97,21.711340206185568,9.0
True,2,1270,22.5,6.627093431281831,50,25.4,13.5
