intervention,phase,sum,median,std,count,mean,iqr
False,1,312,4.0,1.3727506854649334,100,3.12,2.0
False,2,137,3.5,1.320695872883868,48,2.8541666666666665,2.25
False,3,316,4.0,1.2439717182230599,97,3.2577319587628866,2.0
True,2,180,4.0,1.1780301787479028,50,3.6,2.0
