intervention,phase,sum,median,std,count,mean,iqr
False,1,229,2.0,1.5061825449081059,100,2.29,3.0
False,2,129,2.0,1.4440589054636868,50,2.58,3.0
False,3,245,2.0,1.4932508094081114,100,2.45,3.0
True,2,147,3.0,1.570259305246839,50,2.94,4.0
