criteria,rank_biserial_correlation
score_criteria1,0.13280000000000003
score_criteria2,-0.010399999999999965
score_criteria3,0.20640000000000003
score_criteria4,0.07240000000000002
score_criteria5,0.11119999999999997
score_criteria6,0.18400000000000005
score_criteria7,0.2932
compound_score,0.1976
