intervention,phase,sum,median,std,count,mean,iqr
False,1,189,1.0,1.4134634016764593,100,1.89,1.25
False,2,95,1.0,1.3439205515876271,50,1.9,2.0
False,3,180,1.0,1.3104089885114942,100,1.8,2.0
True,2,109,1.0,1.4940699106665603,50,2.18,2.0
