intervention,phase,sum,median,std,count,mean,iqr
False,1,190,1.0,1.3889898953170716,100,1.9,2.0
False,2,94,1.0,1.3648652471424212,50,1.88,1.75
False,3,218,1.0,1.479694208103468,100,2.18,2.0
True,2,135,2.5,1.6444092047459056,50,2.7,3.75
