intervention,phase,sum,median,std,count,mean,iqr
False,1,241,2.0,1.429098748275721,100,2.41,3.0
False,2,117,2.0,1.2224097980160804,50,2.34,2.0
False,3,231,2.0,1.4333333333333333,100,2.31,3.0
True,2,129,2.5,1.4440589054636865,50,2.58,2.0
