intervention,phase,sum,median,std,count,mean,iqr
False,1,204,1.0,1.3402849086532447,100,2.04,2.0
False,2,127,3.0,1.5934816200601085,50,2.54,3.0
False,3,214,1.0,1.3781850163871103,100,2.14,2.0
True,2,123,2.0,1.5146899729930592,50,2.46,2.0
