intervention,phase,sum,median,std,count,mean,iqr
False,1,243,2.0,1.4856553157350187,100,2.43,3.0
False,2,126,2.5,1.4879104647190327,50,2.52,3.0
False,3,242,2.0,1.42969941037982,100,2.42,3.0
True,2,152,3.0,1.497753419666418,50,3.04,3.0
