intervention,phase,sum,median,std,count,mean,iqr
False,1,225,1.0,1.5787413475374117,100,2.25,3.0
False,2,120,1.0,1.6781914463529617,50,2.4,3.0
False,3,219,1.0,1.447359141626046,100,2.19,2.0
True,2,144,3.0,1.4933867823282263,50,2.88,3.0
