intervention,phase,sum,median,std,count,mean,iqr
False,1,463,2.0,1.3693614401496943,200,2.315,2.0
False,2,222,2.0,1.343568263438382,98,2.2653061224489797,2.75
False,3,493,2.0,1.3946851209335405,197,2.50253807106599,2.0
True,2,303,3.0,1.5072551813870743,100,3.03,3.0
