intervention,phase,sum,median,std,count,mean,iqr
False,1,541,3.0,1.3591214277158545,200,2.705,3.0
False,2,247,3.0,1.1685711765108058,98,2.520408163265306,2.0
False,3,525,3.0,1.3129813497771925,197,2.66497461928934,3.0
True,2,314,3.0,1.4000000000000001,100,3.14,3.0
