intervention,phase,sum,median,std,count,mean,iqr
False,1,3622,18.0,8.256436502426029,200,18.11,15.0
False,2,1767,19.0,8.118267655379722,98,18.03061224489796,16.0
False,3,3655,18.0,7.843068678948553,197,18.553299492385786,13.0
True,2,2209,21.0,8.262236104986677,100,22.09,13.75
