intervention,phase,sum,median,std,count,mean,iqr
False,1,490,2.0,1.4519091572839624,200,2.45,3.0
False,2,239,2.0,1.4435517947535985,98,2.438775510204082,3.0
False,3,476,2.0,1.4283357311002176,197,2.416243654822335,2.0
True,2,285,3.0,1.4932508094081114,100,2.85,3.0
