intervention,phase,sum,median,std,count,mean,iqr
False,1,508,2.0,1.4136449199848578,200,2.54,3.0
False,2,276,3.0,1.4738052213311266,98,2.816326530612245,3.0
False,3,533,3.0,1.437337138721129,197,2.7055837563451774,3.0
True,2,310,3.0,1.4736747170651914,100,3.1,3.0
