criteria,rank_biserial_correlation
score_criteria1,0.2985714285714286
score_criteria2,0.10918367346938773
score_criteria3,0.24959183673469387
score_criteria4,0.2337755102040816
score_criteria5,0.1602040816326531
score_criteria6,0.2237755102040816
score_criteria7,0.2980612244897959
compound_score,0.22071428571428575
