criteria,agreement_percentage,cohens_kappa
score_criteria1,64.0,0.605330474821546
score_criteria2,66.0,0.6307915057915058
score_criteria3,52.33333333333333,0.4781021897810219
score_criteria4,63.33333333333333,0.5961227786752827
score_criteria5,52.33333333333333,0.476318359375
score_criteria6,70.33333333333334,0.6709999383895016
score_criteria7,65.0,0.6057522622310667
compound_score,72.66666666666667,0.7111998121624794
