intervention,phase,sum,median,std,count,mean,iqr
False,1,273,2.0,1.2214827882619559,100,2.73,2.0
False,2,128,2.0,1.2087153956996735,48,2.6666666666666665,2.0
False,3,275,3.0,1.2220237004242698,97,2.8350515463917527,2.0
True,2,168,3.0,1.289834667462367,50,3.36,3.0
