intervention,phase,sum,median,std,count,mean,iqr
False,1,319,3.0,1.331020721708029,100,3.19,2.0
False,2,144,3.0,1.2716215146794836,48,3.0,2.0
False,3,312,3.0,1.1922213521730434,97,3.216494845360825,2.0
True,2,186,4.0,1.0887176504718656,50,3.72,2.0
