criteria,rank_biserial_correlation
score_criteria1,0.5133333333333333
score_criteria2,0.27041666666666664
score_criteria3,0.30500000000000005
score_criteria4,0.41833333333333333
score_criteria5,0.19625000000000004
score_criteria6,0.30166666666666664
score_criteria7,0.2958333333333333
compound_score,0.31666666666666665
