criteria,W,p_value
score_criteria1,0.9103309762849273,5.442405929275588e-06
score_criteria2,0.8858905670275827,4.050592949770075e-07
score_criteria3,0.8775848738889838,1.80354222446335e-07
score_criteria4,0.8931569500547732,8.459866899029015e-07
score_criteria5,0.902806160713182,2.354304732193699e-06
score_criteria6,0.9022766768611076,2.22252751629486e-06
score_criteria7,0.8901817210698676,6.23638143930325e-07
compound_score,0.9491677831577985,0.0008416800829189662
