intervention,phase,sum,median,std,count,mean,iqr
False,1,300,3.0,1.2226812728383036,100,3.0,2.0
False,2,130,3.0,1.0907411755575829,48,2.7083333333333335,1.25
False,3,294,3.0,1.0651057092238807,97,3.0309278350515463,2.0
True,2,185,3.0,1.1111677990074316,50,3.7,2.0
