criteria,agreement_percentage,cohens_kappa
score_criteria1,64.66666666666666,0.6098686066911215
score_criteria2,68.0,0.6517364806036567
score_criteria3,53.0,0.4739591105805103
score_criteria4,64.33333333333333,0.6076993583868011
score_criteria5,57.333333333333336,0.5273148034171201
score_criteria6,60.333333333333336,0.5573575360809404
score_criteria7,59.333333333333336,0.5349959979163755
compound_score,72.33333333333334,0.7074305588193825
