intervention,phase,sum,median,std,count,mean,iqr
False,1,379,4.0,1.4859272519136997,100,3.79,1.25
False,2,173,4.0,1.5809986519882464,48,3.6041666666666665,3.0
False,3,362,4.0,1.403236318283009,97,3.731958762886598,2.0
True,2,206,5.0,1.206106909668882,50,4.12,1.0
