intervention,phase,sum,median,std,count,mean,iqr
False,1,397,4.0,1.344310870733298,100,3.97,1.0
False,2,178,4.0,1.4869407882634127,48,3.7083333333333335,2.25
False,3,380,4.0,1.2802189192086082,97,3.917525773195876,1.0
True,2,213,4.0,0.8762163557254661,50,4.26,1.0
