intervention,phase,sum,median,std,count,mean,iqr
False,1,665,4.0,1.7362163563856043,200,3.325,4.0
False,2,333,4.0,1.7512281164493178,98,3.3979591836734695,4.0
False,3,649,4.0,1.670457376368942,197,3.2944162436548226,4.0
True,2,364,4.0,1.4942313317312257,100,3.64,3.0
