intervention,phase,sum,median,std,count,mean,iqr
False,1,700,4.0,1.6953972570747196,200,3.5,4.0
False,2,351,4.5,1.7166466315114144,98,3.5816326530612246,3.75
False,3,685,4.0,1.6523749267586796,197,3.4771573604060912,3.0
True,2,383,4.0,1.33374993491617,100,3.83,2.0
