intervention,phase,sum,median,std,count,mean,iqr
False,1,689,4.0,1.6915322660343126,200,3.445,4.0
False,2,335,4.0,1.734569493442848,98,3.4183673469387754,4.0
False,3,663,4.0,1.668564822619961,197,3.3654822335025383,4.0
True,2,373,4.0,1.5430194719798873,100,3.73,2.25
