criteria,rank_biserial_correlation
score_criteria1,0.14091836734693874
score_criteria2,0.030306122448979567
score_criteria3,0.037755102040816335
score_criteria4,0.2041836734693877
score_criteria5,0.059897959183673466
score_criteria6,0.10051020408163269
score_criteria7,0.0074489795918367685
compound_score,0.1327551020408163
